,price,minimum_nights,longitude,latitude,price_per_minimum_night,neighbourhood,neighbourhood_group,room_type
9682,75,1,-73.81801,40.76735,75.0,Flushing,Queens,Private room
9684,70,1,-73.93117,40.85619,70.0,Washington Heights,Manhattan,Private room
9689,70,1,-73.97051,40.67883,70.0,Prospect Heights,Brooklyn,Private room
9690,150,2,-73.9419,40.64563,75.0,East Flatbush,Brooklyn,Entire home/apt
9691,100,1,-73.96798,40.7138,100.0,Williamsburg,Brooklyn,Private room
9693,115,3,-73.95888,40.6608,38.333333333333336,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt
9694,120,5,-73.99941,40.73778,24.0,West Village,Manhattan,Entire home/apt
9696,147,3,-73.93294,40.70222,49.0,Bushwick,Brooklyn,Entire home/apt
9698,328,2,-73.96382,40.76205,164.0,Upper East Side,Manhattan,Entire home/apt
9704,150,1,-73.93445,40.70275,150.0,Williamsburg,Brooklyn,Entire home/apt
9705,95,1,-73.95154,40.72435,95.0,Greenpoint,Brooklyn,Private room
9706,185,3,-73.95688,40.66514,61.666666666666664,Crown Heights,Brooklyn,Entire home/apt
9707,89,1,-73.96658,40.68024,89.0,Prospect Heights,Brooklyn,Private room
9708,67,2,-73.93751,40.68906,33.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
9709,125,3,-73.95215,40.63968,41.666666666666664,Flatbush,Brooklyn,Entire home/apt
9715,360,6,-73.93408,40.70414,60.0,Williamsburg,Brooklyn,Entire home/apt
9717,80,4,-73.91361,40.74824,20.0,Sunnyside,Queens,Private room
9718,400,7,-73.95841,40.68141,57.142857142857146,Bedford-Stuyvesant,Brooklyn,Entire home/apt
9719,65,8,-73.97662,40.68049,8.125,Park Slope,Brooklyn,Private room
9726,215,3,-74.0,40.73925,71.66666666666667,Chelsea,Manhattan,Entire home/apt
9732,100,5,-73.93433,40.69696,20.0,Bushwick,Brooklyn,Entire home/apt
9733,499,3,-73.99056,40.75864,166.33333333333334,Hell's Kitchen,Manhattan,Entire home/apt
9738,40,1,-73.93983,40.69127,40.0,Bedford-Stuyvesant,Brooklyn,Private room
9740,169,30,-74.01408,40.70862,5.633333333333334,Financial District,Manhattan,Entire home/apt
9742,175,4,-73.99396,40.76432,43.75,Hell's Kitchen,Manhattan,Entire home/apt
9749,118,30,-73.95725,40.77085,3.933333333333333,Upper East Side,Manhattan,Entire home/apt
9750,172,3,-73.92057,40.69593,57.333333333333336,Bushwick,Brooklyn,Entire home/apt
9758,102,3,-73.93872,40.68544,34.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
9763,40,30,-73.8873,40.81335,1.3333333333333333,Hunts Point,Bronx,Private room
9765,40,30,-73.88675,40.81395,1.3333333333333333,Hunts Point,Bronx,Private room
9767,75,3,-73.9378,40.81211,25.0,East Harlem,Manhattan,Private room
9768,90,2,-73.96485,40.64935,45.0,Flatbush,Brooklyn,Private room
9772,300,7,-74.01,40.72547,42.857142857142854,SoHo,Manhattan,Private room
9773,140,2,-73.97314,40.68799,70.0,Fort Greene,Brooklyn,Entire home/apt
9780,210,1,-73.99838,40.7394,210.0,Chelsea,Manhattan,Entire home/apt
9781,225,30,-73.98188,40.70146,7.5,Vinegar Hill,Brooklyn,Entire home/apt
9786,133,2,-73.9781,40.77778,66.5,Upper West Side,Manhattan,Private room
9789,69,3,-73.98877,40.71289,23.0,Lower East Side,Manhattan,Private room
9793,200,3,-73.99222,40.7603,66.66666666666667,Hell's Kitchen,Manhattan,Entire home/apt
9797,59,2,-73.98519,40.67758,29.5,Gowanus,Brooklyn,Private room
9799,55,1,-73.96094,40.65736,55.0,Prospect-Lefferts Gardens,Brooklyn,Private room
9802,169,4,-73.98705,40.71281,42.25,Lower East Side,Manhattan,Entire home/apt
9806,67,14,-73.92768,40.86464,4.785714285714286,Inwood,Manhattan,Entire home/apt
9810,78,16,-73.98932,40.72962,4.875,East Village,Manhattan,Private room
9811,60,1,-73.96064,40.65845,60.0,Prospect-Lefferts Gardens,Brooklyn,Private room
9812,210,2,-73.99744,40.73528,105.0,Greenwich Village,Manhattan,Entire home/apt
9816,123,30,-73.97737,40.68896,4.1,Fort Greene,Brooklyn,Entire home/apt
9818,120,30,-73.98668,40.68857,4.0,Boerum Hill,Brooklyn,Entire home/apt
9820,122,3,-73.91956,40.77672,40.666666666666664,Ditmars Steinway,Queens,Entire home/apt
9823,110,4,-73.94393,40.83353,27.5,Washington Heights,Manhattan,Private room
9828,90,30,-73.9611,40.69342,3.0,Clinton Hill,Brooklyn,Private room
9829,90,30,-73.96151,40.69411,3.0,Clinton Hill,Brooklyn,Private room
9831,150,1,-73.94962,40.82112,150.0,Harlem,Manhattan,Entire home/apt
9832,120,5,-73.96041,40.67552,24.0,Crown Heights,Brooklyn,Entire home/apt
9833,110,3,-73.92072,40.68338,36.666666666666664,Bedford-Stuyvesant,Brooklyn,Entire home/apt
9834,45,1,-73.97237,40.64813,45.0,Windsor Terrace,Brooklyn,Private room
9836,65,1,-73.8084,40.74823,65.0,Flushing,Queens,Private room
9840,170,3,-73.99112,40.71379,56.666666666666664,Chinatown,Manhattan,Entire home/apt
9841,90,1,-73.9915,40.75894,90.0,Hell's Kitchen,Manhattan,Private room
9848,69,2,-73.9247,40.68366,34.5,Bedford-Stuyvesant,Brooklyn,Private room
9861,45,1,-73.78022,40.68692,45.0,Jamaica,Queens,Private room
9862,139,2,-73.94697,40.72717,69.5,Greenpoint,Brooklyn,Entire home/apt
9863,85,2,-73.9156,40.68902,42.5,Bushwick,Brooklyn,Entire home/apt
9864,125,2,-73.90439,40.69962,62.5,Ridgewood,Queens,Entire home/apt
9869,59,4,-73.91265,40.75037,14.75,Long Island City,Queens,Private room
9873,90,4,-73.9542,40.6862,22.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
9876,215,1,-74.0033,40.75013,215.0,Chelsea,Manhattan,Entire home/apt
9882,118,2,-73.99751,40.7438,59.0,Chelsea,Manhattan,Private room
9884,70,1,-74.03272,40.61926,70.0,Fort Hamilton,Brooklyn,Private room
9885,110,7,-73.96967,40.79203,15.714285714285714,Upper West Side,Manhattan,Entire home/apt
9886,299,3,-73.95296,40.81095,99.66666666666667,Harlem,Manhattan,Entire home/apt
9889,167,30,-73.96874,40.80417,5.566666666666666,Upper West Side,Manhattan,Private room
9890,103,5,-73.9722,40.791,20.6,Upper West Side,Manhattan,Private room
9892,100,2,-73.89679,40.63118,50.0,Canarsie,Brooklyn,Entire home/apt
9893,275,6,-73.97484,40.6874,45.833333333333336,Fort Greene,Brooklyn,Entire home/apt
9896,300,4,-73.99575,40.72118,75.0,Nolita,Manhattan,Entire home/apt
9897,370,2,-73.96633,40.71534,185.0,Williamsburg,Brooklyn,Entire home/apt
9901,92,3,-73.95704,40.60633,30.666666666666668,Sheepshead Bay,Brooklyn,Private room
9904,140,7,-73.94859,40.77756,20.0,Upper East Side,Manhattan,Private room
9905,150,3,-73.99405,40.76769,50.0,Hell's Kitchen,Manhattan,Private room
9907,70,7,-74.00228,40.6851,10.0,Columbia St,Brooklyn,Private room
9908,230,1,-73.97364,40.78733,230.0,Upper West Side,Manhattan,Entire home/apt
9914,600,10,-73.97381,40.7874,60.0,Upper West Side,Manhattan,Entire home/apt
9916,195,3,-73.9834,40.66307,65.0,South Slope,Brooklyn,Entire home/apt
9921,150,7,-73.93913,40.75215,21.428571428571427,Long Island City,Queens,Entire home/apt
9926,70,3,-73.90987,40.77648,23.333333333333332,Ditmars Steinway,Queens,Private room
9928,199,2,-73.94206,40.65551,99.5,East Flatbush,Brooklyn,Entire home/apt
9932,175,30,-73.96759,40.68864,5.833333333333333,Clinton Hill,Brooklyn,Entire home/apt
9934,70,3,-73.96028,40.72002,23.333333333333332,Williamsburg,Brooklyn,Private room
9936,45,1,-74.00118,40.63741,45.0,Borough Park,Brooklyn,Private room
9939,160,5,-73.9904,40.71903,32.0,Lower East Side,Manhattan,Entire home/apt
9941,155,2,-73.92811,40.68248,77.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
9942,275,4,-73.95234,40.82206,68.75,Harlem,Manhattan,Entire home/apt
9946,99,59,-74.00108,40.67763,1.6779661016949152,Carroll Gardens,Brooklyn,Entire home/apt
9947,59,1,-73.9305,40.6884,59.0,Bedford-Stuyvesant,Brooklyn,Private room
9949,270,30,-74.00387,40.74376,9.0,Chelsea,Manhattan,Entire home/apt
9951,150,3,-73.92169,40.7655,50.0,Astoria,Queens,Entire home/apt
9958,199,7,-73.9243,40.68716,28.428571428571427,Bedford-Stuyvesant,Brooklyn,Entire home/apt
9966,33,1,-74.00329,40.63574,33.0,Borough Park,Brooklyn,Shared room
9967,45,1,-73.91379,40.76205,45.0,Astoria,Queens,Private room
9973,99,7,-73.96678,40.67293,14.142857142857142,Prospect Heights,Brooklyn,Entire home/apt
9975,250,2,-73.95415,40.73604,125.0,Greenpoint,Brooklyn,Entire home/apt
9977,50,1,-73.93833,40.8403,50.0,Washington Heights,Manhattan,Private room
9978,100,2,-73.98213,40.73107,50.0,East Village,Manhattan,Private room
9979,59,1,-73.96696,40.80188,59.0,Upper West Side,Manhattan,Private room
9984,64,1,-74.0128,40.67894,64.0,Red Hook,Brooklyn,Private room
9986,350,2,-73.85822,40.57215,175.0,Neponsit,Queens,Entire home/apt
9988,200,2,-73.98786,40.76377,100.0,Hell's Kitchen,Manhattan,Entire home/apt
9989,128,3,-73.97801,40.65758,42.666666666666664,Windsor Terrace,Brooklyn,Entire home/apt
9990,150,30,-73.94971,40.68001,5.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
9991,100,3,-73.92795,40.68022,33.333333333333336,Bedford-Stuyvesant,Brooklyn,Entire home/apt
9996,147,3,-73.99245,40.68732,49.0,Cobble Hill,Brooklyn,Entire home/apt
10001,225,3,-73.95372,40.66465,75.0,Crown Heights,Brooklyn,Entire home/apt
10002,40,30,-73.88887,40.81229,1.3333333333333333,Hunts Point,Bronx,Private room
10004,120,1,-73.9539,40.70841,120.0,Williamsburg,Brooklyn,Private room
10007,100,1,-73.94961,40.64588,100.0,East Flatbush,Brooklyn,Private room
10010,160,3,-73.99102,40.68589,53.333333333333336,Boerum Hill,Brooklyn,Entire home/apt
10019,175,3,-73.949,40.72831,58.333333333333336,Greenpoint,Brooklyn,Entire home/apt
10020,200,2,-73.94011,40.69351,100.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10022,99,3,-73.9394,40.68599,33.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10028,150,4,-73.99276,40.68167,37.5,Carroll Gardens,Brooklyn,Entire home/apt
10036,70,30,-73.94008,40.72446,2.3333333333333335,Greenpoint,Brooklyn,Entire home/apt
10039,61,2,-73.99776,40.71912,30.5,Little Italy,Manhattan,Private room
10040,42,1,-73.94209,40.84805,42.0,Washington Heights,Manhattan,Shared room
10042,45,4,-73.9558,40.58851,11.25,Sheepshead Bay,Brooklyn,Private room
10045,72,4,-73.89873,40.66045,18.0,East New York,Brooklyn,Entire home/apt
10046,59,1,-73.93856,40.6735,59.0,Crown Heights,Brooklyn,Private room
10053,150,1,-73.94036,40.85159,150.0,Washington Heights,Manhattan,Entire home/apt
10054,147,4,-73.99369,40.68333,36.75,Carroll Gardens,Brooklyn,Entire home/apt
10055,182,1,-73.98226,40.77148,182.0,Upper West Side,Manhattan,Private room
10058,175,3,-73.98122,40.73999,58.333333333333336,Kips Bay,Manhattan,Private room
10064,79,1,-73.83752,40.68792,79.0,Ozone Park,Queens,Entire home/apt
10066,35,2,-73.92679,40.75818,17.5,Astoria,Queens,Private room
10068,86,3,-73.93406,40.69461,28.666666666666668,Bedford-Stuyvesant,Brooklyn,Private room
10072,150,1,-73.99531,40.67793,150.0,Carroll Gardens,Brooklyn,Entire home/apt
10083,200,4,-73.98195,40.67757,50.0,Park Slope,Brooklyn,Entire home/apt
10084,220,1,-73.95016,40.68242,220.0,Bedford-Stuyvesant,Brooklyn,Private room
10085,125,1,-73.79032,40.59029,125.0,Arverne,Queens,Entire home/apt
10086,300,3,-73.98592,40.76444,100.0,Hell's Kitchen,Manhattan,Entire home/apt
10087,37,30,-73.88797,40.81387,1.2333333333333334,Hunts Point,Bronx,Private room
10095,153,4,-73.94196,40.80739,38.25,Harlem,Manhattan,Entire home/apt
10100,195,1,-73.94687,40.78824,195.0,East Harlem,Manhattan,Entire home/apt
10104,120,2,-73.99814,40.64346,60.0,Borough Park,Brooklyn,Entire home/apt
10107,60,2,-73.93952,40.82453,30.0,Harlem,Manhattan,Private room
10108,35,14,-73.987,40.70993,2.5,Lower East Side,Manhattan,Shared room
10109,93,1,-73.94539,40.82312,93.0,Harlem,Manhattan,Private room
10117,120,30,-73.91513,40.74494,4.0,Sunnyside,Queens,Entire home/apt
10118,319,4,-73.9777,40.76352,79.75,Midtown,Manhattan,Entire home/apt
10121,450,3,-73.94871,40.82651,150.0,Harlem,Manhattan,Entire home/apt
10122,89,5,-73.95595,40.6857,17.8,Bedford-Stuyvesant,Brooklyn,Private room
10123,65,2,-73.93992,40.66026,32.5,Prospect-Lefferts Gardens,Brooklyn,Private room
10126,238,30,-73.96898,40.80328,7.933333333333334,Upper West Side,Manhattan,Entire home/apt
10127,63,1,-73.90879,40.68053,63.0,Bedford-Stuyvesant,Brooklyn,Private room
10128,150,7,-73.9696,40.68504,21.428571428571427,Fort Greene,Brooklyn,Entire home/apt
10130,75,1,-73.86435,40.75421,75.0,Jackson Heights,Queens,Private room
10132,59,3,-73.83602,40.84423,19.666666666666668,Pelham Bay,Bronx,Private room
10135,70,1,-73.81066,40.58881,70.0,Rockaway Beach,Queens,Entire home/apt
10136,289,2,-73.92366,40.75743,144.5,Astoria,Queens,Entire home/apt
10137,245,3,-73.99848,40.74327,81.66666666666667,Chelsea,Manhattan,Entire home/apt
10140,149,4,-73.95239,40.78339,37.25,Upper East Side,Manhattan,Private room
10143,165,3,-73.97743,40.69705,55.0,Fort Greene,Brooklyn,Entire home/apt
10146,65,1,-73.94495,40.69454,65.0,Bedford-Stuyvesant,Brooklyn,Private room
10148,175,4,-73.91573,40.68528,43.75,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10149,90,4,-73.93654,40.75255,22.5,Long Island City,Queens,Private room
10153,50,30,-73.91822,40.70326,1.6666666666666667,Bushwick,Brooklyn,Private room
10154,52,1,-73.7926,40.68542,52.0,Jamaica,Queens,Private room
10157,47,30,-73.91665,40.70387,1.5666666666666667,Bushwick,Brooklyn,Private room
10159,47,30,-73.9175,40.70233,1.5666666666666667,Bushwick,Brooklyn,Private room
10160,47,30,-73.9191,40.70619,1.5666666666666667,Bushwick,Brooklyn,Private room
10161,47,2,-73.91683,40.70468,23.5,Bushwick,Brooklyn,Private room
10164,80,2,-73.95434,40.67839,40.0,Crown Heights,Brooklyn,Private room
10165,142,2,-73.94729,40.77357,71.0,Upper East Side,Manhattan,Entire home/apt
10167,62,2,-73.8345,40.88001,31.0,Eastchester,Bronx,Private room
10168,45,1,-73.83625,40.88211,45.0,Eastchester,Bronx,Shared room
10171,80,3,-73.95448,40.65474,26.666666666666668,Flatbush,Brooklyn,Entire home/apt
10174,173,30,-73.94456,40.80877,5.766666666666667,Harlem,Manhattan,Entire home/apt
10175,100,14,-73.93246,40.70694,7.142857142857143,Williamsburg,Brooklyn,Entire home/apt
10176,160,5,-73.93092,40.6808,32.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10177,116,2,-73.96097,40.71003,58.0,Williamsburg,Brooklyn,Private room
10181,104,3,-73.95485,40.79996,34.666666666666664,Harlem,Manhattan,Entire home/apt
10182,200,2,-73.98465,40.72935,100.0,East Village,Manhattan,Entire home/apt
10185,374,30,-73.98527,40.77849,12.466666666666667,Upper West Side,Manhattan,Entire home/apt
10187,94,1,-73.94653,40.71158,94.0,Williamsburg,Brooklyn,Entire home/apt
10189,155,5,-73.89267,40.67351,31.0,East New York,Brooklyn,Entire home/apt
10196,145,6,-73.96271,40.68332,24.166666666666668,Clinton Hill,Brooklyn,Entire home/apt
10198,195,7,-73.98069,40.67231,27.857142857142858,Park Slope,Brooklyn,Entire home/apt
10200,500,7,-74.0014,40.72219,71.42857142857143,SoHo,Manhattan,Entire home/apt
10203,100,30,-73.94776,40.64569,3.3333333333333335,East Flatbush,Brooklyn,Entire home/apt
10206,425,4,-73.99814,40.73415,106.25,Greenwich Village,Manhattan,Entire home/apt
10212,800,30,-73.99815,40.7414,26.666666666666668,Chelsea,Manhattan,Entire home/apt
10213,70,4,-73.94122,40.70866,17.5,Williamsburg,Brooklyn,Private room
10215,75,1,-73.96539,40.80111,75.0,Upper West Side,Manhattan,Private room
10216,88,3,-73.9486,40.83107,29.333333333333332,Harlem,Manhattan,Private room
10219,63,2,-73.918,40.70126,31.5,Bushwick,Brooklyn,Private room
10224,90,2,-73.96127,40.69218,45.0,Clinton Hill,Brooklyn,Private room
10232,60,1,-73.95951,40.69695,60.0,Bedford-Stuyvesant,Brooklyn,Private room
10233,221,3,-73.98593,40.73947,73.66666666666667,Flatiron District,Manhattan,Entire home/apt
10234,500,2,-73.96923,40.70985,250.0,Williamsburg,Brooklyn,Entire home/apt
10236,250,30,-73.98201,40.74926,8.333333333333334,Midtown,Manhattan,Entire home/apt
10238,105,30,-73.93944,40.69588,3.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10245,150,1,-73.95678,40.70955,150.0,Williamsburg,Brooklyn,Entire home/apt
10246,119,2,-73.95677,40.67042,59.5,Crown Heights,Brooklyn,Entire home/apt
10247,100,2,-73.95104,40.80755,50.0,Harlem,Manhattan,Entire home/apt
10249,85,3,-73.94884,40.67689,28.333333333333332,Crown Heights,Brooklyn,Private room
10251,295,3,-73.98733,40.72147,98.33333333333333,Lower East Side,Manhattan,Entire home/apt
10253,60,2,-73.96353,40.71631,30.0,Williamsburg,Brooklyn,Private room
10256,200,30,-73.98524,40.73337,6.666666666666667,Gramercy,Manhattan,Entire home/apt
10258,60,2,-73.96353,40.71692,30.0,Williamsburg,Brooklyn,Private room
10260,69,3,-74.10636,40.63878,23.0,Randall Manor,Staten Island,Private room
10261,123,30,-73.98514,40.68782,4.1,Boerum Hill,Brooklyn,Entire home/apt
10263,135,1,-73.96967,40.75399,135.0,Midtown,Manhattan,Entire home/apt
10266,99,1,-73.99162,40.76425,99.0,Hell's Kitchen,Manhattan,Private room
10267,55,2,-73.9278,40.67082,27.5,Crown Heights,Brooklyn,Private room
10269,60,2,-73.96252,40.71767,30.0,Williamsburg,Brooklyn,Private room
10272,40,20,-73.92989,40.6898,2.0,Bedford-Stuyvesant,Brooklyn,Private room
10273,120,3,-73.99988,40.74453,40.0,Chelsea,Manhattan,Entire home/apt
10274,89,1,-73.96624,40.76312,89.0,Upper East Side,Manhattan,Private room
10276,150,2,-74.0051,40.70623,75.0,Financial District,Manhattan,Entire home/apt
10281,140,4,-73.969,40.80268,35.0,Upper West Side,Manhattan,Entire home/apt
10283,90,2,-73.91435,40.80247,45.0,Port Morris,Bronx,Entire home/apt
10284,60,2,-73.96419,40.71755,30.0,Williamsburg,Brooklyn,Private room
10285,138,1,-73.95377,40.74365,138.0,Long Island City,Queens,Entire home/apt
10287,109,2,-73.92053,40.69533,54.5,Bushwick,Brooklyn,Private room
10288,135,4,-73.95231,40.68439,33.75,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10289,58,30,-73.90959,40.75793,1.9333333333333333,Astoria,Queens,Entire home/apt
10293,60,2,-73.96234,40.71714,30.0,Williamsburg,Brooklyn,Private room
10303,60,2,-73.96246,40.71636,30.0,Williamsburg,Brooklyn,Private room
10304,100,30,-73.91387,40.75837,3.3333333333333335,Astoria,Queens,Entire home/apt
10305,79,2,-73.99128,40.61391,39.5,Bensonhurst,Brooklyn,Private room
10306,285,3,-73.97123,40.6923,95.0,Fort Greene,Brooklyn,Entire home/apt
10308,200,2,-73.79109,40.58875,100.0,Arverne,Queens,Private room
10315,140,7,-73.94679,40.78938,20.0,East Harlem,Manhattan,Entire home/apt
10318,200,3,-74.00642,40.73519,66.66666666666667,West Village,Manhattan,Entire home/apt
10320,250,2,-73.98047,40.73518,125.0,Gramercy,Manhattan,Entire home/apt
10321,74,2,-73.93074,40.6869,37.0,Bedford-Stuyvesant,Brooklyn,Private room
10322,60,2,-73.96211,40.71544,30.0,Williamsburg,Brooklyn,Private room
10325,150,2,-73.95965,40.77098,75.0,Upper East Side,Manhattan,Entire home/apt
10327,98,14,-74.00995,40.70395,7.0,Financial District,Manhattan,Private room
10328,108,4,-73.96079,40.69143,27.0,Clinton Hill,Brooklyn,Private room
10330,60,3,-73.8881,40.72172,20.0,Maspeth,Queens,Entire home/apt
10332,140,5,-73.98236,40.72578,28.0,East Village,Manhattan,Entire home/apt
10333,1200,3,-73.99006,40.7336,400.0,East Village,Manhattan,Entire home/apt
10337,120,2,-73.91994,40.68372,60.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10340,75,2,-73.93818,40.69919,37.5,Bushwick,Brooklyn,Private room
10341,1100,1,-73.96634,40.63982,1100.0,Flatbush,Brooklyn,Private room
10345,95,1,-73.99028,40.71909,95.0,Lower East Side,Manhattan,Entire home/apt
10349,75,1,-73.95124,40.67568,75.0,Crown Heights,Brooklyn,Private room
10352,96,2,-73.98692,40.73243,48.0,East Village,Manhattan,Private room
10353,50,2,-73.9333,40.85597,25.0,Washington Heights,Manhattan,Private room
10357,95,2,-73.93022,40.6796,47.5,Bedford-Stuyvesant,Brooklyn,Private room
10360,105,2,-73.96676,40.71268,52.5,Williamsburg,Brooklyn,Private room
10365,120,2,-73.92135,40.68279,60.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10371,72,2,-73.93058,40.67973,36.0,Bedford-Stuyvesant,Brooklyn,Private room
10372,99,1,-73.97622,40.60951,99.0,Bensonhurst,Brooklyn,Private room
10376,225,3,-74.00589,40.73849,75.0,West Village,Manhattan,Entire home/apt
10377,80,1,-73.93057,40.69881,80.0,Bushwick,Brooklyn,Private room
10378,107,1,-73.78868,40.85205,107.0,City Island,Bronx,Private room
10379,500,26,-73.95606,40.7187,19.23076923076923,Williamsburg,Brooklyn,Entire home/apt
10380,200,2,-73.97385,40.68857,100.0,Fort Greene,Brooklyn,Entire home/apt
10381,42,2,-73.89365,40.75712,21.0,East Elmhurst,Queens,Private room
10383,160,2,-73.98668,40.73523,80.0,Gramercy,Manhattan,Private room
10386,150,30,-73.93227,40.68432,5.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10389,73,1,-73.94219,40.82036,73.0,Harlem,Manhattan,Private room
10390,73,1,-73.9408,40.81944,73.0,Harlem,Manhattan,Private room
10400,400,1,-73.97965,40.72672,400.0,East Village,Manhattan,Entire home/apt
10401,165,3,-73.98631,40.76885,55.0,Hell's Kitchen,Manhattan,Entire home/apt
10403,52,10,-73.91689,40.71111,5.2,Ridgewood,Queens,Private room
10406,275,3,-73.89976,40.66125,91.66666666666667,East New York,Brooklyn,Entire home/apt
10407,135,3,-73.99978,40.74192,45.0,Chelsea,Manhattan,Private room
10411,100,1,-73.92724,40.70158,100.0,Bushwick,Brooklyn,Private room
10414,115,30,-73.95236,40.76769,3.8333333333333335,Upper East Side,Manhattan,Entire home/apt
10417,99,2,-73.96048,40.64689,49.5,Flatbush,Brooklyn,Entire home/apt
10418,180,5,-73.95601,40.82215,36.0,Harlem,Manhattan,Entire home/apt
10420,60,1,-73.96948,40.6796,60.0,Prospect Heights,Brooklyn,Private room
10426,250,1,-73.95847,40.72124,250.0,Williamsburg,Brooklyn,Entire home/apt
10427,150,2,-73.99306,40.68502,75.0,Carroll Gardens,Brooklyn,Entire home/apt
10431,1195,3,-73.98329,40.7566,398.3333333333333,Theater District,Manhattan,Entire home/apt
10432,68,5,-73.96005,40.71067,13.6,Williamsburg,Brooklyn,Private room
10434,70,2,-73.96508,40.6917,35.0,Clinton Hill,Brooklyn,Private room
10439,65,2,-73.95172,40.82291,32.5,Harlem,Manhattan,Private room
10440,170,3,-73.95888,40.71212,56.666666666666664,Williamsburg,Brooklyn,Entire home/apt
10444,280,2,-73.96359,40.67354,140.0,Prospect Heights,Brooklyn,Entire home/apt
10449,65,1,-74.00602,40.61059,65.0,Bensonhurst,Brooklyn,Entire home/apt
10452,48,1,-73.95677,40.60991,48.0,Sheepshead Bay,Brooklyn,Shared room
10454,110,1,-73.93605,40.84269,110.0,Washington Heights,Manhattan,Entire home/apt
10458,120,2,-74.00593,40.70726,60.0,Financial District,Manhattan,Private room
10459,240,1,-73.95002,40.68318,240.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10472,152,1,-73.96962,40.80189,152.0,Upper West Side,Manhattan,Private room
10473,150,3,-73.96511,40.67427,50.0,Prospect Heights,Brooklyn,Entire home/apt
10474,300,3,-73.99298,40.71555,100.0,Chinatown,Manhattan,Entire home/apt
10480,119,1,-73.98286,40.67872,119.0,Gowanus,Brooklyn,Private room
10483,250,1,-73.95584,40.80083,250.0,Harlem,Manhattan,Private room
10486,163,1,-73.96903,40.80377,163.0,Upper West Side,Manhattan,Private room
10489,135,4,-73.95834,40.71848,33.75,Williamsburg,Brooklyn,Entire home/apt
10490,129,30,-73.99253,40.74465,4.3,Chelsea,Manhattan,Entire home/apt
10491,87,3,-73.90727,40.76762,29.0,Astoria,Queens,Entire home/apt
10500,130,3,-73.96471,40.71278,43.333333333333336,Williamsburg,Brooklyn,Private room
10501,79,1,-73.93079,40.68929,79.0,Bedford-Stuyvesant,Brooklyn,Private room
10502,69,1,-73.92901,40.68917,69.0,Bedford-Stuyvesant,Brooklyn,Private room
10503,79,1,-73.93085,40.69003,79.0,Bedford-Stuyvesant,Brooklyn,Private room
10504,147,7,-73.93527,40.85296,21.0,Washington Heights,Manhattan,Entire home/apt
10505,79,1,-73.93077,40.69022,79.0,Bedford-Stuyvesant,Brooklyn,Private room
10506,69,1,-73.93035,40.68927,69.0,Bedford-Stuyvesant,Brooklyn,Private room
10507,70,2,-73.93167,40.69702,35.0,Bushwick,Brooklyn,Private room
10508,119,4,-73.96348,40.68352,29.75,Clinton Hill,Brooklyn,Private room
10509,49,1,-73.91549,40.7052,49.0,Bushwick,Brooklyn,Private room
10510,132,2,-73.93866,40.69132,66.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10511,155,31,-73.94712,40.71549,5.0,Williamsburg,Brooklyn,Entire home/apt
10515,104,2,-73.9676,40.68667,52.0,Clinton Hill,Brooklyn,Entire home/apt
10518,80,3,-73.98465,40.71373,26.666666666666668,Lower East Side,Manhattan,Entire home/apt
10519,89,2,-73.95598,40.7079,44.5,Williamsburg,Brooklyn,Private room
10520,999,2,-73.96828,40.69242,499.5,Clinton Hill,Brooklyn,Entire home/apt
10523,59,6,-73.99372,40.71743,9.833333333333334,Chinatown,Manhattan,Private room
10525,350,3,-74.00472,40.72731,116.66666666666667,SoHo,Manhattan,Entire home/apt
10526,395,3,-73.93227,40.684,131.66666666666666,Bedford-Stuyvesant,Brooklyn,Entire home/apt
10528,180,4,-73.96446,40.75513,45.0,Midtown,Manhattan,Entire home/apt
10531,189,30,-74.00812,40.7055,6.3,Financial District,Manhattan,Entire home/apt
10532,195,3,-73.93486,40.75644,65.0,Long Island City,Queens,Entire home/apt
10537,140,4,-73.93894,40.72218,35.0,Greenpoint,Brooklyn,Entire home/apt
10538,65,2,-73.93258,40.69542,32.5,Bushwick,Brooklyn,Private room
10540,250,1,-73.989,40.75989,250.0,Hell's Kitchen,Manhattan,Shared room
10542,155,30,-73.96555,40.76511,5.166666666666667,Upper East Side,Manhattan,Entire home/apt
10544,85,1,-73.97126,40.67811,85.0,Prospect Heights,Brooklyn,Private room
10553,165,7,-73.94552,40.81525,23.571428571428573,Harlem,Manhattan,Entire home/apt
